ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
IND,India,0.354885421,0.355359936,0.356278794,0.357619996,0.360720379,0.363879565,0.356776291,0.349570681,0.350144925,0.353163244,0.382122063,0.454282549,0.453094356,0.457002485,0.453935025,0.479647332,0.480738854,0.482865708,0.487500002,0.287604626,0.291264748,0.319550473,0.334997819,0.344246791,0.360213253,0.384176168,0.388196948,0.394955148
IDN,Indonesia,0.344821577,0.344963893,0.335624605,0.325154555,0.329105119,0.330885021,0.32579995,0.321245031,0.314121075,0.319501542,0.346086139,0.423903707,0.435827844,0.44482493,0.446491489,0.468024527,0.473328635,0.483281315,0.490993811,0.34886374,0.346193337,0.352381137,0.372140842,0.381040399,0.379618216,0.388208314,0.393486406,0.396698032
IRN,"Iran, Islamic Republic of",0.31739417,0.318523231,0.316698767,0.315253025,0.318314451,0.32159573,0.326830719,0.331069749,0.33791031,0.345650276,0.349661773,0.327737837,0.353714698,0.379873312,0.348218676,0.344651861,0.358313998,0.360406494,0.369178893,0.400913631,0.411916822,0.437309492,0.434947243,0.396056385,0.390231194,0.381713148,0.373983623,0.37636312
IRQ,Iraq,0.285010143,0.284811457,0.288369261,0.291921416,0.291703975,0.291712349,0.294140438,0.296845087,0.296872654,0.274964571,0.258659384,0.252118164,0.249959267,0.2560945,0.260266771,0.260239395,0.266820321,0.262315235,0.265989159,0.273721228,0.266360595,0.286632578,0.299097006,0.296710238,0.296731339,0.29234551,0.299773008,0.304720124
IRL,Ireland,0.516226319,0.519854747,0.52426675,0.530455034,0.53470671,0.539465321,0.540460533,0.542065241,0.539792142,0.537925519,0.548423462,0.602747923,0.613622824,0.612501572,0.607467335,0.602265128,0.598144608,0.58924961,0.605512481,0.627830587,0.636423968,0.614036066,0.609360282,0.611026985,0.595532977,0.596007028,0.600875764,0.604386093
ISR,Israel,0.517656329,0.520460365,0.519310774,0.518013544,0.519940844,0.522223374,0.513400682,0.50971804,0.510083328,0.512385867,0.502184462,0.523989924,0.538968247,0.542733296,0.525663392,0.536020902,0.535512584,0.533619273,0.529996918,0.54152813,0.545151135,0.532364638,0.529033584,0.526659008,0.52502461,0.537337738,0.536872857,0.534178776
ITA,Italy,0.474995536,0.475476949,0.474992518,0.473527399,0.478161374,0.494927127,0.496917454,0.498067702,0.497203683,0.496857774,0.509793733,0.517708725,0.51928128,0.513112319,0.508851888,0.509920837,0.505282746,0.495081886,0.495179698,0.510584288,0.514630688,0.508861265,0.504764898,0.518641981,0.521287678,0.522400839,0.530502876,0.532319247
JAM,Jamaica,0.369430586,0.369051737,0.36877801,0.367669771,0.364491174,0.349539842,0.326433161,0.353690715,0.353336336,0.357909437,0.34858293,0.336917686,0.339821387,0.342005905,0.343035224,0.337095089,0.349654182,0.348832526,0.360461724,0.369803295,0.361794821,0.385612782,0.389466166,0.397902706,0.393772893,0.40300383,0.407259973,0.412309964
JPN,Japan,0.577539677,0.580409785,0.581016113,0.580900357,0.586900753,0.592943298,0.590063279,0.587298581,0.601796892,0.609568389,0.634324284,0.710729202,0.708902969,0.71183679,0.717035199,0.742319312,0.745780772,0.750595048,0.759030244,0.710890859,0.703798437,0.688221334,0.694220484,0.689309911,0.688133048,0.686124943,0.687828489,0.690445874
JOR,Jordan,0.357976455,0.359164734,0.366024616,0.371470563,0.370734792,0.370195644,0.360801913,0.350115992,0.37535885,0.380436286,0.384835598,0.385011392,0.399634083,0.407471601,0.399092432,0.398030401,0.400312421,0.409625947,0.406981204,0.418032356,0.418254589,0.407203697,0.405347591,0.403133253,0.3986542,0.408049788,0.407569452,0.411320057
KAZ,Kazakhstan,0.360094233,0.358003511,0.36638105,0.373019432,0.372530936,0.375502684,0.385526366,0.392217081,0.406773734,0.407173878,0.419980686,0.393440524,0.408144866,0.408794461,0.426311852,0.428321912,0.424880143,0.435795906,0.450312186,0.474391101,0.466887321,0.488555449,0.507580174,0.50283132,0.509563733,0.511398781,0.514021404,0.513297981
KEN,Kenya,0.290796012,0.290799181,0.289442813,0.28758998,0.285889559,0.28426464,0.285939442,0.287656935,0.285531795,0.291096734,0.279722661,0.264736166,0.260201348,0.261506647,0.26527521,0.257585033,0.248691261,0.241541492,0.249225233,0.259770371,0.255177313,0.274245562,0.28789558,0.297285254,0.296302667,0.300528874,0.306038085,0.3100915
KIR,Kiribati,0.501310989,0.501310989,0.502138052,0.502965115,0.502513377,0.502061638,0.501990844,0.50192005,0.501903804,0.495998507,0.477509925,0.489160773,0.490365248,0.473255648,0.461677245,0.435543564,0.432826702,0.431737296,0.433953942,0.441241113,0.436606875,0.432666061,0.443757685,0.44263013,0.45299024,0.457058055,0.449250408,0.444073793
PRK,"Korea, Democratic People's Repub",0.360021137,0.36001453,0.363344648,0.366675341,0.371074196,0.375473619,0.382286016,0.388718169,0.37696466,0.370671071,0.372281945,0.360498301,0.373186812,0.376563504,0.363543043,0.355750613,0.355706906,0.360841996,0.351068586,0.338073672,0.333305808,0.337735566,0.338792118,0.34116947,0.340623391,0.340105332,0.340327731,0.340298064
KOR,"Korea, Republic of",0.538735806,0.543947408,0.555493633,0.553551059,0.566925662,0.581231417,0.593801444,0.602715366,0.606279425,0.614844958,0.626188073,0.65292193,0.67369162,0.669793159,0.675447181,0.705265673,0.70856337,0.709281546,0.720792164,0.73507849,0.728949538,0.713231205,0.717744617,0.723241099,0.720786151,0.721316611,0.725779721,0.729504468
KWT,Kuwait,0.37637836,0.377319425,0.376471974,0.376271957,0.378405861,0.381261501,0.384644464,0.388930664,0.394817507,0.398491647,0.38925836,0.394513365,0.405073902,0.404828214,0.402864866,0.410456014,0.401556357,0.399040815,0.406746967,0.410363462,0.398514767,0.406124138,0.401429086,0.411586608,0.419876464,0.458672193,0.462854177,0.468008223
KGZ,Kyrgyzstan,0.35995415,0.361186919,0.364288527,0.362742167,0.362748767,0.371552922,0.373394354,0.374764425,0.372013625,0.358671399,0.334250469,0.285457345,0.311106688,0.312180816,0.326892189,0.324946659,0.341375187,0.332777867,0.343437596,0.364009985,0.355345557,0.386580192,0.392403996,0.390754247,0.394752018,0.394424756,0.394542151,0.392827329
LAO,Lao People's Democratic Republic,0.304200075,0.304619841,0.300675801,0.297106117,0.293024626,0.288959822,0.293105251,0.297609198,0.272973486,0.279177309,0.272049666,0.270333542,0.277904568,0.287361705,0.284760492,0.269302817,0.276723711,0.288534057,0.293043076,0.298746541,0.295998885,0.311236668,0.315777368,0.32453965,0.324961481,0.329701803,0.334518233,0.333916556
LVA,Latvia,0.458951205,0.457898979,0.455825616,0.465140178,0.45205245,0.457087794,0.472626906,0.491940282,0.496652565,0.496538088,0.501777056,0.51695038,0.53372851,0.545941751,0.55212833,0.533984276,0.535131193,0.562271518,0.577039805,0.580684476,0.584476166,0.573689514,0.579789365,0.572225737,0.575952674,0.579629709,0.586601459,0.580885093
LBN,Lebanon,0.300314899,0.300581628,0.302740709,0.304505323,0.311641451,0.317146748,0.32048579,0.322440514,0.320655163,0.322248521,0.313960917,0.282758537,0.280255884,0.288019164,0.306225697,0.315635817,0.320315998,0.321379743,0.328642356,0.326759731,0.321719056,0.317285481,0.311766701,0.307701567,0.301272411,0.293797848,0.295226999,0.296065339
LSO,Lesotho,0.319691643,0.318280412,0.314333581,0.31038534,0.311941094,0.313727487,0.310293271,0.307157877,0.307881379,0.309478144,0.296598367,0.274496023,0.27031013,0.277939847,0.288214724,0.284006193,0.285082068,0.284098164,0.308243555,0.315542041,0.310031154,0.320748938,0.320328187,0.312962936,0.304738289,0.307943978,0.305163307,0.307497599
LBR,Liberia,0.270477683,0.270477449,0.276708261,0.282926035,0.285183285,0.295257303,0.29666018,0.298068554,0.296932633,0.300265847,0.331226987,0.420820925,0.25639806,0.239799957,0.260098958,0.26254049,0.262074845,0.271608839,0.281831449,0.290639992,0.286340925,0.290320829,0.291577972,0.286982309,0.276541853,0.277031817,0.281052712,0.281375024
LBY,Libyan Arab Jamahiriya,0.297474484,0.298298629,0.298560838,0.299056626,0.305430198,0.308837383,0.31244523,0.316596775,0.327381633,0.333761711,0.354587184,0.42227463,0.439214294,0.446831503,0.440666532,0.449487823,0.427495321,0.421605592,0.298805286,0.292892481,0.286718326,0.286837144,0.286266542,0.282846718,0.277668157,0.276000378,0.283563411,0.283410799
LIE,Liechtenstein,0.527161628,0.530204502,0.533071861,0.536043689,0.539397538,0.542662652,0.549021448,0.557320854,0.561395135,0.570527563,0.573003317,0.578010018,0.590834475,0.603400296,0.621145101,0.626470968,0.631656106,0.631705528,0.632370163,0.63656972,0.628367896,0.629676535,0.632824771,0.63475143,0.637747537,0.642999354,0.638880168,0.64296679
LTU,Lithuania,0.445591988,0.446656399,0.449889746,0.452381285,0.446903479,0.447320488,0.458224634,0.473110742,0.479575759,0.482855652,0.504649493,0.54536958,0.55341602,0.559966598,0.561069063,0.56256737,0.560833735,0.572107553,0.579419391,0.602462581,0.593427122,0.581008558,0.577002967,0.583226544,0.589272555,0.593283432,0.597245694,0.593974519
LUX,Luxembourg,0.525533495,0.549318813,0.542804973,0.538151044,0.523085517,0.604778789,0.567807511,0.558810522,0.522343822,0.53657021,0.555416557,0.632820906,0.569921751,0.608895248,0.622249154,0.648716761,0.655354944,0.674858594,0.680718509,0.691924087,0.699706393,0.687433348,0.681394654,0.683535049,0.666764433,0.672721045,0.655461629,0.653505983
MKD,Macedonia,0.369356934,0.359907886,0.361008575,0.362822251,0.353172866,0.348466666,0.343567165,0.338336018,0.347320526,0.360480972,0.345574403,0.349035652,0.379085562,0.382680521,0.395047606,0.398128436,0.40250241,0.424785608,0.435075488,0.471887086,0.467509195,0.462359923,0.463887201,0.461400157,0.46243677,0.464808282,0.465865812,0.469334819
MDG,Madagascar,0.305509667,0.305003027,0.304215324,0.303130154,0.306684973,0.307816685,0.308171955,0.314969589,0.325298932,0.320185845,0.3147293,0.290874654,0.297670443,0.296674221,0.280324641,0.253987623,0.255125227,0.25930885,0.256378184,0.262430957,0.26047118,0.261829635,0.26061112,0.263639007,0.262701757,0.262477699,0.263786444,0.262948974
MWI,Malawi,0.306507619,0.306548027,0.310850884,0.317020933,0.316104551,0.315367826,0.310085664,0.3048272,0.31636319,0.317422132,0.315025059,0.302601553,0.301470361,0.297431423,0.298543334,0.279508178,0.280783056,0.277311283,0.270212367,0.260762211,0.258873906,0.278944723,0.276974611,0.272571856,0.278967528,0.290155664,0.293755555,0.289300756
MYS,Malaysia,0.394942806,0.39873536,0.39311098,0.391061185,0.393337266,0.397456702,0.406314569,0.416263147,0.424582643,0.426632187,0.41618641,0.424628892,0.420193537,0.41365266,0.426269974,0.451949602,0.452418919,0.480629751,0.496021978,0.526752727,0.527793225,0.502912129,0.488952903,0.496104075,0.504979231,0.505132803,0.502617604,0.505324216
MDV,Maldives,0.378521105,0.378645845,0.379137157,0.379592506,0.391272379,0.403249036,0.408943683,0.415139449,0.425209643,0.402961919,0.426411509,0.454729064,0.436128777,0.427999342,0.427636419,0.41716396,0.410751133,0.40675027,0.395968538,0.416426271,0.413769253,0.425403838,0.421843778,0.424326039,0.438236928,0.439420507,0.445903472,0.450503243
MLI,Mali,0.318581907,0.318674276,0.320611057,0.322232826,0.321165474,0.319827242,0.320423923,0.32159201,0.32510488,0.327553482,0.322662307,0.290937217,0.300175349,0.303248663,0.297697707,0.304977324,0.30488716,0.278819487,0.282783913,0.288922597,0.288591862,0.304279856,0.303979062,0.3009537,0.295702474,0.28899688,0.287444184,0.284263198
MLT,Malta,0.437098985,0.431534761,0.457974383,0.444666891,0.455641975,0.481228785,0.492684909,0.489819436,0.496721766,0.484183724,0.509827227,0.579638919,0.589673731,0.598811087,0.59350789,0.625102657,0.617092123,0.515628545,0.521282848,0.51597961,0.522297973,0.494083484,0.507452926,0.507131902,0.49220624,0.502295204,0.499009269,0.501133823
MHL,Marshall Islands,0.338310844,0.338384243,0.338822403,0.339290682,0.347614507,0.355989421,0.356045926,0.356237807,0.357301694,0.35820093,0.35595334,0.36738362,0.3708128,0.366806933,0.366565163,0.359499767,0.369833476,0.368678982,0.376433245,0.380005014,0.394267666,0.392655818,0.403487712,0.395864711,0.403984926,0.405982983,0.410641131,0.418244046
MRT,Mauritania,0.347747543,0.347619595,0.347740222,0.347594019,0.349264434,0.350541011,0.358478006,0.366567856,0.355309123,0.345322903,0.337287167,0.307136611,0.308474692,0.291865266,0.303652632,0.282413509,0.282061224,0.294896833,0.298177928,0.312349547,0.313467775,0.345964582,0.351192989,0.359074727,0.361024321,0.35857651,0.357246443,0.359361539
MUS,Mauritius,0.428764519,0.429581961,0.433962165,0.439469484,0.440793388,0.442449603,0.450811567,0.454781527,0.453533823,0.452975821,0.43037442,0.454350039,0.460558282,0.482119674,0.486379586,0.503966606,0.513223892,0.517642819,0.524905441,0.538579613,0.539497273,0.523369449,0.522841842,0.547990597,0.549573205,0.566242116,0.565857505,0.565010797
MEX,Mexico,0.351656983,0.352084022,0.358408527,0.365073865,0.372031808,0.379789848,0.384910193,0.389906783,0.388583182,0.387727579,0.398431317,0.47523068,0.476999009,0.47640786,0.48026261,0.503930658,0.506869319,0.514888664,0.515758732,0.374928998,0.372328559,0.370329083,0.370195591,0.369962371,0.365797873,0.364857014,0.359562262,0.360954745
FSM,"Micronesia, Federated States of",0.352444354,0.352563862,0.353216276,0.354213935,0.354271373,0.354194081,0.354457594,0.354677403,0.356469509,0.366168462,0.361296941,0.370478748,0.364474079,0.349932284,0.344720961,0.339363621,0.331112634,0.336811223,0.339692726,0.347669235,0.349438873,0.355039945,0.357004234,0.35770661,0.354004788,0.357436164,0.361067244,0.364867979
MDA,"Moldova, Republic of",0.412897091,0.415598363,0.419861992,0.415625872,0.403211232,0.392229375,0.416004699,0.387298416,0.403893255,0.403662214,0.425435502,0.389906747,0.406197993,0.400739017,0.376828598,0.386792055,0.391694302,0.39214836,0.392240988,0.40281145,0.3939654,0.409916042,0.41858421,0.4235687,0.429697982,0.429854575,0.437056022,0.436796185
MCO,Monaco,0.659415149,0.664628704,0.669506428,0.607061477,0.679037586,0.662208965,0.668012519,0.696731488,0.656562911,0.703663837,0.589557224,0.700062735,0.721470135,0.724742535,0.637941329,0.707319436,0.713374748,0.667462451,0.690368188,0.720151864,0.709120485,0.749358221,0.775747304,0.689795257,0.7702376,0.709310012,0.692506387,0.696839352
MNG,Mongolia,0.404691628,0.403293078,0.414454522,0.407689752,0.405831508,0.403191851,0.410721855,0.42149832,0.415639015,0.409027703,0.402639844,0.383643616,0.383145587,0.380878116,0.385510604,0.377411176,0.380635146,0.384784607,0.400984121,0.429457001,0.423313857,0.449466183,0.453198941,0.454381516,0.458940684,0.455794258,0.461541639,0.460322831
MNE,Montenegro,0.415765822,0.415765822,0.415765822,0.415765822,0.418386919,0.421008015,0.421129547,0.420471894,0.4086289,0.4083953,0.434009114,0.49790889,0.397139111,0.420209519,0.431101627,0.428087965,0.430093828,0.453425818,0.449198374,0.465004467,0.469039957,0.45623684,0.455376693,0.464377274,0.47499598,0.466155649,0.466661051,0.467751291
MAR,Morocco,0.35564587,0.355730674,0.36188124,0.366626682,0.360472755,0.355020655,0.35288721,0.350411443,0.343133711,0.350119811,0.339976692,0.353015167,0.357011048,0.360434058,0.368316676,0.369897187,0.359079084,0.368663947,0.376187506,0.406329767,0.410421585,0.409049904,0.409888385,0.41230909,0.418721756,0.428633926,0.428070669,0.433904055
MOZ,Mozambique,0.287953407,0.287964304,0.29068838,0.293416714,0.291841598,0.290269402,0.291090913,0.291969187,0.287265975,0.286878021,0.275189758,0.273678799,0.272023316,0.274564465,0.276476985,0.279507519,0.279405487,0.268978232,0.25844116,0.274568626,0.271250945,0.261786025,0.257334129,0.266262627,0.268997479,0.262704285,0.261721348,0.262375994
MMR,Myanmar,0.238536931,0.239179311,0.239361647,0.239533673,0.238427819,0.237322696,0.238688443,0.238331253,0.239317053,0.2324889,0.259784029,0.329432288,0.32784645,0.331599156,0.329199775,0.352631199,0.362221428,0.382554933,0.194594912,0.218638317,0.229689839,0.268724347,0.272411604,0.274414519,0.272077808,0.285305936,0.258491487,0.252049767
NAM,Namibia,0.379615799,0.379175268,0.375872097,0.373724027,0.367213595,0.361176523,0.36166033,0.361187945,0.362307778,0.359149156,0.352311605,0.361848425,0.366461014,0.384315773,0.366765144,0.363982169,0.362884214,0.36787176,0.370433803,0.373418762,0.373413476,0.386726733,0.378653405,0.38508402,0.381956812,0.380009485,0.379496118,0.380898191
NRU,Nauru,0.537190008,0.537190008,0.538844134,0.54049826,0.539594783,0.538691306,0.538549718,0.53840813,0.538375637,0.536402804,0.531328478,0.540241336,0.518661154,0.501638025,0.512094913,0.535967139,0.518838835,0.521772107,0.472346679,0.38978869,0.50771956,0.526393864,0.531190199,0.562335925,0.553164774,0.560777113,0.563607251,0.574435399
NPL,Nepal,0.352077686,0.351261587,0.345509764,0.339781694,0.332327913,0.324854418,0.319012805,0.313337378,0.308742522,0.296065012,0.306467297,0.310029721,0.311307304,0.310296176,0.310270976,0.310270865,0.306855898,0.312720398,0.322459423,0.341461152,0.340259487,0.35443004,0.353992518,0.356646693,0.350256281,0.355254653,0.359266761,0.359128158
NLD,Netherlands,0.604348458,0.611478873,0.614265097,0.619389613,0.630624574,0.633610785,0.618151925,0.615242473,0.615129836,0.614146121,0.624503103,0.649765741,0.659644243,0.675990664,0.677870482,0.678784582,0.689869305,0.686394331,0.694944386,0.716878049,0.708302178,0.694088033,0.691871043,0.687520065,0.684174213,0.681014489,0.681208552,0.676022136
NZL,New Zealand,0.645792774,0.647504896,0.651254414,0.658366421,0.661918958,0.66275649,0.667280784,0.669509545,0.672353661,0.682112261,0.692295726,0.746178915,0.756532245,0.761260376,0.767763248,0.773739215,0.777998046,0.780186703,0.783690498,0.803049216,0.802086746,0.790775037,0.790986829,0.782932854,0.699490472,0.698255433,0.697936812,0.696747759
NIC,Nicaragua,0.31881776,0.318943725,0.316461197,0.315464777,0.316884704,0.319036427,0.324871156,0.331218339,0.329506319,0.33129767,0.323122332,0.29163269,0.296132394,0.291511052,0.28639917,0.273399419,0.27681794,0.289328742,0.298356656,0.301277771,0.305702078,0.302954554,0.303979084,0.278536947,0.273027358,0.27530657,0.271391552,0.272582577
NER,Niger,0.290243474,0.290245404,0.287561997,0.284880701,0.288376966,0.291867725,0.290298237,0.288770244,0.295997793,0.287460177,0.291011398,0.261544383,0.278095004,0.279297649,0.276457711,0.266103246,0.275041732,0.267236623,0.275604854,0.278683283,0.280227076,0.302800166,0.309157145,0.33306714,0.33973945,0.334747214,0.341220409,0.34183422
NGA,Nigeria,0.293486415,0.293488049,0.298790276,0.304096852,0.297399759,0.291206002,0.284023254,0.276964112,0.278464933,0.278751187,0.315164401,0.383016496,0.388499814,0.398658238,0.394224848,0.414940326,0.417345172,0.418999316,0.422397187,0.202422314,0.210768373,0.230051809,0.229823938,0.232935489,0.238920543,0.251428481,0.254953371,0.250636114
NOR,Norway,0.649821625,0.656442304,0.661129594,0.662517283,0.66680436,0.668187903,0.6714941,0.675884888,0.674426646,0.67694595,0.696821169,0.742390426,0.746234025,0.748143189,0.745455068,0.760431117,0.759649312,0.76102633,0.78526197,0.798853389,0.798771048,0.789695347,0.791202462,0.784101997,0.772758961,0.765278436,0.771847235,0.763629133
OMN,Oman,0.365403653,0.365442982,0.367117659,0.36921477,0.375030407,0.38076196,0.387807667,0.394236866,0.391478632,0.395899312,0.3925631,0.425352812,0.434669374,0.443220862,0.443434395,0.457156662,0.452438856,0.465370497,0.474396661,0.50365052,0.500857071,0.493101288,0.492868052,0.494474029,0.505090039,0.504681892,0.495809695,0.500867947
PAK,Pakistan,0.341085247,0.341086002,0.335930878,0.330784374,0.331492359,0.332331638,0.329217837,0.324375275,0.329716361,0.317548064,0.346354675,0.422318753,0.421242982,0.418450277,0.418111555,0.442190481,0.437716751,0.441743304,0.449453795,0.280592063,0.277947957,0.275601302,0.279448008,0.280547893,0.28259222,0.307567824,0.311542236,0.306755388
PLW,Palau,0.398226824,0.399431821,0.401188192,0.402944564,0.403848402,0.404752239,0.395296313,0.396545511,0.402077696,0.407176701,0.421933627,0.431708096,0.432547629,0.435290614,0.436700203,0.433129082,0.429755442,0.434098431,0.43707601,0.438614791,0.475657265,0.479231575,0.48119061,0.484340453,0.483534012,0.483556448,0.483920722,0.485215568
PAN,Panama,0.342510268,0.346428501,0.35291983,0.358440653,0.356477808,0.352134146,0.355011604,0.358208704,0.351475553,0.355377585,0.346931346,0.35527843,0.36164341,0.373259847,0.371565277,0.380715887,0.386258075,0.376638131,0.383249421,0.407093188,0.407327114,0.396699251,0.390512562,0.393335277,0.382482806,0.376348739,0.381506396,0.378250848
PNG,Papua New Guinea,0.294813623,0.294992096,0.297902496,0.30080999,0.297892975,0.294952973,0.288825276,0.282780908,0.281261171,0.278333767,0.261584332,0.261199458,0.267274021,0.263663341,0.260155313,0.270866886,0.271253799,0.274029082,0.274267024,0.29070713,0.279531999,0.289031488,0.285133703,0.289476634,0.281065204,0.287268705,0.282784467,0.288389722
PRY,Paraguay,0.276362029,0.276781908,0.272664017,0.269660338,0.267305701,0.265270785,0.265884514,0.268995606,0.274496032,0.283170707,0.285214594,0.268200929,0.277014398,0.303743853,0.306418661,0.306901002,0.314482908,0.316585918,0.319227333,0.342788459,0.347579965,0.366384758,0.364370892,0.364144322,0.360410723,0.365229584,0.359083183,0.358806519
PER,Peru,0.351695083,0.351171038,0.355135223,0.332827082,0.331103572,0.328214718,0.325955214,0.325223619,0.330241529,0.335753338,0.330421996,0.348602064,0.349672215,0.357437037,0.349935322,0.363472654,0.376389734,0.377835764,0.384748827,0.396935309,0.399293575,0.404980579,0.398130228,0.40044083,0.404836473,0.400651765,0.390115688,0.388674383
PHL,Philippines,0.32768235,0.328530594,0.330824358,0.333731885,0.319861449,0.306289436,0.309741755,0.312846053,0.299445308,0.291787767,0.303309597,0.290219555,0.290986005,0.284605089,0.284044553,0.290467336,0.302390253,0.317226312,0.328779387,0.346696132,0.340735188,0.328222673,0.330540597,0.324408079,0.327731112,0.33655308,0.334916183,0.340735132
POL,Poland,0.451025365,0.451725539,0.454916778,0.456027625,0.452746442,0.452654464,0.454667968,0.459846843,0.456389199,0.448077635,0.452791152,0.4504982,0.463730323,0.479302114,0.487298346,0.497924707,0.512540104,0.522790768,0.541939499,0.568206701,0.57446714,0.560379055,0.556356731,0.557118455,0.545596738,0.543784956,0.534697969,0.534278265
PRT,Portugal,0.448059746,0.451183609,0.452196037,0.456890775,0.458221694,0.458868233,0.466300903,0.473712513,0.473033581,0.469875996,0.469584756,0.476873894,0.495790019,0.513600602,0.519052695,0.521100083,0.53081386,0.551803014,0.562139115,0.58313501,0.596704553,0.575711002,0.581302207,0.580592902,0.578760975,0.575875287,0.57842214,0.579360927
QAT,Qatar,0.37618297,0.378236655,0.390998523,0.400621438,0.402697186,0.406150989,0.408898896,0.412214734,0.414668494,0.414619924,0.443260329,0.516874497,0.516874382,0.461867181,0.480563709,0.486999673,0.471502885,0.48324684,0.500093308,0.503150923,0.499067916,0.500291162,0.49582426,0.500392163,0.50754341,0.536652155,0.538443282,0.54519878
ROU,Romania,0.380365254,0.384729748,0.382654286,0.373097557,0.368063046,0.36834388,0.376924967,0.391481285,0.384118824,0.391196719,0.40056987,0.390399018,0.425902894,0.449317439,0.460740998,0.436460191,0.422483976,0.396709325,0.405881366,0.423911065,0.437284548,0.431055529,0.43388355,0.44023842,0.424433839,0.437061348,0.439791115,0.440441658
RUS,Russian Federation,0.388515588,0.390535374,0.388366388,0.39779251,0.409376579,0.416706385,0.432310385,0.445841618,0.44879868,0.440108773,0.471243093,0.551452816,0.558848709,0.573799065,0.562076915,0.597480941,0.594296196,0.604857396,0.612331696,0.486472833,0.511373584,0.530613515,0.527543831,0.537779297,0.545128115,0.533024934,0.518735957,0.49978233
RWA,Rwanda,0.245692681,0.245696304,0.244687309,0.243684717,0.246808604,0.250188263,0.256616746,0.262970585,0.276485365,0.283519942,0.265595079,0.262570536,0.27508743,0.289163816,0.309655029,0.341948874,0.350852904,0.351977304,0.356923681,0.387398248,0.385795915,0.401613571,0.407990022,0.412536617,0.41066081,0.42213313,0.426945506,0.427442916
KNA,Saint Kitts and Nevis,0.430059771,0.431404081,0.432713375,0.434292349,0.435244577,0.436511306,0.437759239,0.444895611,0.45468282,0.463091684,0.528125268,0.499565006,0.492947659,0.503527501,0.525504611,0.551354089,0.557299656,0.564085481,0.574695863,0.534055608,0.569396409,0.55964125,0.578888414,0.557500746,0.557848833,0.562145036,0.561129478,0.562247038
LCA,Saint Lucia,0.440728068,0.441033094,0.436696132,0.432372844,0.438488595,0.445141969,0.439376056,0.434974035,0.452240886,0.452286839,0.506599425,0.461338397,0.453734551,0.460619292,0.464686837,0.465527392,0.467116728,0.458165957,0.464911,0.460843229,0.46539979,0.469049932,0.461560042,0.456512374,0.449010748,0.452428045,0.451927312,0.454542886
VCT,Saint Vincent and the Grenadines,0.429427109,0.429795926,0.431325431,0.43300098,0.434486711,0.435573331,0.431211738,0.426451933,0.440260411,0.445471333,0.503446339,0.479463523,0.473527798,0.480201619,0.484359218,0.493298172,0.498283549,0.498125604,0.4847123,0.490004272,0.49127066,0.480210779,0.47390625,0.477031528,0.481549093,0.489560327,0.489855537,0.493590336
WSM,Samoa,0.361980599,0.362035476,0.362543058,0.363023077,0.364218378,0.360866413,0.361801738,0.362669178,0.365406693,0.358162698,0.368684716,0.388775698,0.388544828,0.384557907,0.374977001,0.391792876,0.403658189,0.407274098,0.413922488,0.429809326,0.429567876,0.42713019,0.437076751,0.434812006,0.438782446,0.437449814,0.434370514,0.436425645
SMR,San Marino,0.564473791,0.5648796,0.565579046,0.568230096,0.58173018,0.585371939,0.586822947,0.587636341,0.587775377,0.588486268,0.607793521,0.680756902,0.682951958,0.691074186,0.697115205,0.718834705,0.712731419,0.715196047,0.623105983,0.584522826,0.643326312,0.639790703,0.638921005,0.631331433,0.627287398,0.641540624,0.645534432,0.645606503
STP,Sao Tome and Principe,0.39765895,0.397692082,0.398144351,0.39841272,0.397779302,0.398300102,0.395386592,0.392529834,0.379782577,0.373788651,0.31800415,0.301866046,0.302100167,0.304668754,0.307208737,0.309472512,0.309140624,0.339140459,0.340525867,0.351921095,0.354883453,0.357648816,0.359766481,0.363085517,0.36018206,0.360056579,0.366837939,0.371179572
SAU,Saudi Arabia,0.297621821,0.297865568,0.299827541,0.301034703,0.305616919,0.308853559,0.314487666,0.321398948,0.326432897,0.315010193,0.343000877,0.362735409,0.374391471,0.403534284,0.406557454,0.423830836,0.412866871,0.426720303,0.448664354,0.469873611,0.472431126,0.499175804,0.501285301,0.504399542,0.506019259,0.542994198,0.55135527,0.561959041
SEN,Senegal,0.335117916,0.33514099,0.334346139,0.333618467,0.336836754,0.340366233,0.345835672,0.350499747,0.340426344,0.348976153,0.332698518,0.292070082,0.293114771,0.294122008,0.316972248,0.292510508,0.292687164,0.303916162,0.308639479,0.312778243,0.318735989,0.33177327,0.330261121,0.342096434,0.345060862,0.345753731,0.348590535,0.351225144
SRB,Serbia,0.32945605,0.32945605,0.320099591,0.310743133,0.314291614,0.317840095,0.333314916,0.347596695,0.355655761,0.362670363,0.34154207,0.357087215,0.369423291,0.374218172,0.373715332,0.378218036,0.379755926,0.37937781,0.398976817,0.419813832,0.411551013,0.415406524,0.444985865,0.449283806,0.449940705,0.442804095,0.444623695,0.443952586
