ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
IRN,"Iran, Islamic Republic of",9082.781875,9708.111447,9867.567587,10028.5794,10211.1309,10872.47356,11190.23067,12163.22435,13350.48337,14074.74814,14739.85096,15709.4029,17199.10762,17335.00575,17379.57252,18351.14079,18981.2308,16757.19207,15939.68053,15704.91642,13828.43857,14661.83944,15163.29231,14926.30671,13423.57631,14180.35331,15042.37411,16591.26457
IRQ,Iraq,4570.627081,5002.367478,5978.326365,7897.218213,9113.812368,10539.83454,10623.30599,9590.940848,6008.84577,9195.891223,9360.637737,10121.15751,10681.81207,11558.63313,11597.947,12100.63436,12825.63742,14312.89227,14585.93934,13097.8545,9285.695089,9025.568857,10118.65815,11938.02203,12139.15678,10464.51163,12596.52649,14199.60736
IRL,Ireland,18931.54092,20473.94033,22632.09336,25092.33923,27041.34742,30209.46562,32576.92457,35222.02872,36285.1087,38734.44394,40466.23435,44232.10175,46784.08613,44169.09434,41469.83766,43202.95569,45116.98841,46283.72897,47797.14967,51238.80033,69214.422,71410.36927,78168.96774,84918.33838,90940.63476,97066.70605,114120.5445,133822.7587
ISR,Israel,20491.73272,21538.29907,22169.02615,22819.23836,23319.96677,25693.17112,25743.21341,26044.74349,24657.92633,26057.11904,25625.03904,26327.40066,28169.59223,27994.90107,27908.50205,29294.21917,31161.72418,32322.69352,34740.40169,34740.31091,35864.273,38208.35624,39448.13915,40231.90526,41513.45151,41204.47771,46126.64231,52133.60932
ITA,Italy,22379.64206,23050.91448,23871.41571,25020.90888,25602.38947,27075.85055,28042.01265,28736.57711,29198.53941,29555.55647,30130.64446,32453.3865,34148.964,35523.27131,34601.91003,35152.39464,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43036.24378,46470.03733,44202.23558,49901.61214,55908.25547
JAM,Jamaica,6289.32073,6337.771397,6318.506368,6188.005276,6293.192679,6452.695011,6653.108505,6857.907192,7214.743225,7470.201903,7736.005782,8166.722596,8471.678319,8532.741684,8179.043027,8123.512242,8396.881317,8411.763919,8663.099548,8761.684647,9011.58697,9423.471276,9846.041407,10064.76638,10117.56417,9024.006603,9610.989337,10826.09346
JPN,Japan,23859.06605,25000.53392,25620.0681,25509.8996,25735.97109,27287.27019,27942.34665,28623.58845,29392.24899,30830.65845,32169.86749,33634.63171,35015.98657,35273.79115,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40898.80697,40596.96866,41444.21574,42141.9353,42678.15114,42438.44646,44549.33834,47118.38827
JOR,Jordan,5357.903967,5387.996969,5512.737261,5611.34227,5757.222507,6009.664727,6334.597087,6660.351398,6916.410582,7520.898636,8172.778328,8511.547736,8875.62455,9466.705813,9785.816438,9913.590754,10133.77152,10245.27512,10195.4876,9285.876067,9014.7599,8784.496307,9282.608086,9044.508027,9405.42016,9523.548171,9115.019511,9871.875153
KAZ,Kazakhstan,5918.890459,6149.937041,6463.504611,6523.747606,6859.906785,7725.954827,8981.670591,10014.71414,11124.70515,12433.84374,13943.10778,15743.61177,17409.01352,17989.88213,17958.48761,19229.93564,20779.44425,22021.28149,24480.54099,24689.81552,23178.2224,23760.001,24789.30137,25997.28609,29767.628,30164.60352,33893.89546,36595.40669
KEN,Kenya,1798.904481,1856.859895,1847.766854,1878.802531,1895.468201,1893.997474,1949.885623,1931.522888,1968.138375,2061.660295,2185.854575,2328.789645,2481.0581,2460.342681,2482.775173,2640.012483,2758.24151,2857.851916,3119.877367,3375.584568,3696.936075,3936.689762,4198.553356,4433.975323,4710.50374,4813.92014,5360.361903,5902.091974
KIR,Kiribati,1514.693536,1517.266885,1533.740548,1584.186508,1519.208726,1630.246394,1583.637641,1601.548253,1574.417965,1575.803741,1610.600052,1725.786246,1792.778776,1739.21624,1725.231259,1731.363966,1798.317673,1908.683979,2053.153228,2085.004358,2310.504656,2462.854935,2555.981541,2662.074559,2751.820083,2721.613344,3036.415136,3314.935747
PRK,"Korea, Democratic People's Repub",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,"Korea, Republic of",13502.58274,14694.09624,15721.70566,14974.65957,16807.12948,18538.83553,19724.42595,21396.83775,22095.87083,23773.82865,25186.86757,26884.26733,29064.91808,29946.07749,29508.38151,31736.62844,32546.75365,33557.12872,34244.31214,35324.49767,37902.4004,39575.45428,40957.41806,43044.29176,43865.04164,45142.76345,48571.43221,51621.92926
KWT,Kuwait,58071.37524,57812.49919,58274.54523,59137.71835,57085.62697,59303.88485,59036.36892,60081.01838,70030.43905,77364.39132,85020.75505,89125.22078,91475.78181,90354.18585,80108.26445,75184.57596,78759.96564,80697.97081,73891.42282,66597.87444,44408.35444,41407.27359,46903.17775,51281.38454,49939.12478,40509.39835,49668.99747,56181.7077
KGZ,Kyrgyzstan,1401.173409,1505.461197,1658.89417,1687.052943,1747.314016,1861.851153,1986.150514,1998.239482,2158.200097,2343.436408,2385.612949,2508.37547,2769.887198,3031.5106,3100.587181,3086.431769,3297.366837,3617.401104,4041.220217,4279.1668,4211.342273,4676.333887,5040.429587,4869.588492,5414.327153,5294.015747,5802.388972,6572.382761
LAO,Lao People's Democratic Republic,1349.339152,1435.310465,1528.095787,1577.067498,1686.309247,1794.004409,1908.675951,2021.422711,2154.508704,2320.836452,2526.586732,2784.451983,3028.887623,3277.544381,3491.620056,3778.694527,4106.342233,4788.421229,5230.017835,5808.658644,6098.823316,6760.074125,7162.552781,7511.141758,7770.686247,7942.722599,8111.056067,8793.557551
LVA,Latvia,5513.884142,5806.898148,6486.270763,7068.155036,7405.827073,8040.509048,9047.208639,10081.19186,11061.61538,12279.01532,13913.85175,15859.31539,18240.67124,19573.25741,17023.29759,17703.9136,19248.45801,21290.50165,22639.15903,23815.6086,24972.83628,26721.8365,28673.62257,30877.04193,33294.50779,33733.06513,36777.89285,41106.52707
LBN,Lebanon,6797.555879,7560.764681,7633.572171,7865.923245,7802.300345,7953.936643,8313.402933,8618.753556,8955.447621,9660.435404,10080.54516,10380.67901,11437.14237,12511.81298,13699.06748,14837.49539,15125.82295,16300.05,16501.16961,16326.74179,17241.76945,19135.60925,21138.40533,22108.44207,21758.10325,16373.04799,11860.05863,12852.66602
LSO,Lesotho,1046.093066,1112.773396,1163.483019,1186.792946,1204.099109,1276.289169,1350.937046,1383.202432,1478.160295,1549.542644,1660.177062,1784.348091,1903.006689,2034.9595,2007.595643,2124.714206,2252.036207,2268.784986,2516.924666,2751.203047,3014.721737,2923.723188,2602.522208,2615.025922,2549.535277,2537.792082,2516.977753,2699.990941
LBR,Liberia,257.5635277,285.8586131,554.7017329,659.5591533,770.3833444,976.363502,997.7202036,1024.231929,723.790182,753.6206529,782.254856,823.5683476,881.3063129,924.0293248,948.629339,989.610761,1050.725084,1167.984706,1373.316539,1432.867432,1354.121558,1506.015052,1683.096433,1820.095679,1921.786089,1679.705449,1558.742249,1712.683247
LBY,Libyan Arab Jamahiriya,19647.84597,20065.69074,21115.26457,20269.03376,20394.53568,21217.84548,20823.83362,20443.21254,22976.56787,24019.10479,26998.80549,28968.80499,30965.48069,30847.21016,29056.78921,30261.34079,16091.43599,28240.33648,22279.74866,18455.64245,18885.07643,17905.77794,19044.87675,19961.34605,17835.28002,16261.87902,18171.52297,19487.90102
LIE,Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,Lithuania,5926.476008,6383.334553,7068.236464,7762.505058,7820.701013,8446.927678,9438.823339,10480.6961,12068.39106,13030.8325,14510.59678,16483.85036,19098.86534,20721.13933,18116.22853,20093.34539,22884.87559,24703.7404,26721.70022,28184.2813,28834.55702,30925.24138,33761.9475,36376.52788,40577.80374,41168.21498,46410.06764,50997.27897
LUX,Luxembourg,38319.76301,39707.46153,42477.73983,44267.17686,49844.67696,55124.29225,56141.77517,58575.67927,60199.8508,64694.43342,68787.85475,78878.02752,85129.18882,90970.7212,86873.25624,90346.06883,94475.03023,96636.42664,100925.012,105296.2846,107859.686,113365.1761,114985.8422,116498.5121,121403.8237,122114.1016,137947.3439,146457.0205
MKD,Macedonia,4946.922196,5070.958772,5225.759048,5448.076887,5724.472454,6152.614606,6051.718542,6519.269311,6608.97698,7230.309764,7972.204481,8890.315611,9638.850067,10924.06423,11525.93914,11992.99084,12420.16079,12725.24584,13662.07905,14484.08817,15033.12636,16456.92842,17159.47488,18459.24958,20221.81157,19961.38987,22371.49679,24179.57244
MDG,Madagascar,1125.23818,1133.870309,1158.680839,1179.913466,1214.617498,1258.642015,1323.686489,1143.101525,1242.734955,1304.493327,1368.7762,1444.264579,1522.877641,1608.882775,1509.976234,1494.344034,1506.468,1495.239816,1505.961248,1532.781071,1531.287879,1598.136676,1583.459199,1583.948284,1652.49342,1528.782411,1642.304162,1781.782812
MWI,Malawi,828.4988033,888.0334509,919.5764589,946.3492896,967.1758182,981.8200233,931.6295877,938.8654344,986.6206395,1040.241089,1078.020519,1131.329257,1237.938778,1319.664038,1397.190323,1468.30528,1528.11656,1476.100989,1571.436944,1518.66973,1415.231394,1422.280238,1392.470808,1375.89008,1465.550469,1560.961347,1728.825398,1820.452233
MYS,Malaysia,10823.37919,11800.40765,12543.3213,11448.35728,12015.49559,13040.14212,13062.70935,13633.4382,14352.46646,15369.26972,16316.18953,17366.20964,18552.06681,19413.52275,18860.66446,20149.84448,21308.21578,22640.53968,23191.21893,24377.74019,24655.83171,25496.97513,26729.38474,28232.52351,29495.40352,28045.38736,30456.0929,35040.31009
MDV,Maldives,6191.063084,6654.671349,7196.120309,7686.503294,8148.268238,8518.656403,8226.688559,8809.691024,10048.96451,10741.97688,9678.967952,12043.10269,12813.40819,13736.34992,12251.57278,12788.70285,13684.59929,13948.66218,15223.84523,16580.75209,17570.27405,18317.30448,19175.61671,21154.5255,22309.79748,13103.85051,18865.7193,22900.05882
MLI,Mali,902.6117154,963.5151,1004.907553,1066.262623,1111.953368,1103.879328,1263.537391,1282.205782,1381.727142,1394.705407,1482.608371,1547.570313,1591.595737,1644.770108,1678.898047,1732.378701,1766.843104,1718.454356,1778.1651,1886.423615,2011.57451,2176.565352,2244.560721,2307.166833,2437.558036,2351.289606,2399.461535,2576.659105
MLT,Malta,13981.44048,14656.28472,15488.4904,16220.36561,16937.76728,18357.88889,18516.19275,19980.11311,20930.47862,21545.70443,22306.39981,23320.70056,25064.44609,26522.86407,26648.32907,28716.53197,28971.58764,30242.27058,32294.19326,34341.58204,37452.46652,39704.32889,43489.3515,45871.33698,50327.68455,46466.92996,53492.20485,59284.26557
MHL,Marshall Islands,2726.318616,2449.803884,2294.907046,2270.108275,2243.234125,2333.44885,2542.479105,2671.789386,2682.137429,2738.109594,2879.544859,2981.943593,3177.327961,3003.255768,3146.569887,3369.406857,3460.384311,3529.864822,3781.191842,3872.878838,4072.424924,4293.208109,4642.973495,5148.834416,5940.40051,6024.68032,6577.489177,7073.9682
MRT,Mauritania,2239.572064,2365.111118,2257.045408,2284.904179,2338.083185,2233.94787,2211.163353,2228.235172,2377.72657,2502.332372,2740.681669,3268.426096,3215.435948,3185.889605,3122.458593,3151.361873,3250.965864,3448.701448,3822.20275,3870.513112,3997.507734,4722.882247,5418.158365,5514.373062,5717.44904,5870.299805,5988.203551,6644.7752
MUS,Mauritius,6768.744334,7203.759856,7648.395016,8118.171453,8341.29548,9139.703671,9582.341028,9819.99036,10530.75073,11211.64764,11699.24763,12587.97176,13607.33269,14563.88875,15099.35024,15913.90992,16877.46517,17249.89328,18225.23757,19066.44305,20011.33331,21670.4566,22595.72908,23068.24097,24027.11893,21326.2244,22737.57294,26579.75609
MEX,Mexico,9021.741362,9585.912152,10274.0927,10847.92219,11119.93564,11794.3236,11821.96597,11835.49293,12130.85273,12712.40873,13306.65639,14591.58416,15097.2879,15779.19037,15322.63332,16063.16633,17432.14751,18170.02464,18333.37438,18983.77899,19217.85879,20225.71024,20582.25237,21015.92575,21095.7137,19473.08849,21131.91576,23859.12564
FSM,"Micronesia, Federated States of",2241.589431,2200.869535,2096.543058,2175.195922,2233.630296,2390.999491,2492.49907,2544.078231,2639.499159,2635.642243,2786.236588,2886.457156,2930.654141,2937.379721,3010.959541,3124.517914,3281.543351,3269.793715,3191.954757,3160.588525,3324.000496,3357.63165,3430.131774,3492.928833,3681.58457,3633.347182,3870.932404,4074.040638
MDA,"Moldova, Republic of",3145.945805,3021.309883,3135.607025,2964.601517,2909.85035,3044.670506,3310.528826,3632.610918,3959.95151,4378.174758,4865.934564,5271.389704,5589.568508,6153.351521,5827.178889,6323.062879,6832.941565,7254.66249,8232.523805,8643.064314,9197.618382,10325.84049,11252.11355,11868.19555,13413.22329,13527.44131,15682.07033,16301.76569
MCO,Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,3082.943854,3173.197685,3318.867701,3434.551174,3555.594957,3644.059706,3802.58835,4008.758944,4336.288882,4884.312978,5357.879544,5944.606735,6668.333588,7322.383041,7184.540907,7632.237872,8998.687722,10323.88686,10640.05666,11126.62217,10677.41654,10717.13462,11285.58228,12489.54616,13753.31325,13829.80256,14951.13657,16559.07453
MNE,Montenegro,5797.255796,5797.255796,5797.255796,6168.470904,5683.254183,6002.573093,6772.341122,7238.049302,7341.229038,7842.402075,8313.556463,10458.60288,12461.98827,13816.19879,13021.53313,13633.07839,14471.62289,13863.18324,14869.39824,15370.04733,16331.64733,18198.63244,19680.42583,21511.89865,24139.81571,21003.78196,24509.93648,28319.58895
MAR,Morocco,3129.134521,3526.549072,3478.926025,3717.884033,3780.829102,3912.577881,4252.199707,4421.047852,4726.943848,5011.447754,5262.01416,5768.967773,6048.784668,6430.936523,6625.501953,6848.369629,7275.17041,7307.213379,7537.413086,7227.012695,7781.691895,7833.415527,8095.368164,7780.991699,8024.405273,7681.835449,8581.330078,9205.335938
MOZ,Mozambique,328.1179831,358.7131436,397.0919641,432.6789708,478.9191767,481.560149,541.8942227,588.213084,626.6350369,678.3340608,724.7475274,800.3553392,862.2761662,915.0430299,949.5807153,997.0121092,1058.669323,1069.297846,1104.926037,1154.624788,1303.371539,1361.212187,1264.653062,1307.330596,1370.398679,1393.756781,1440.459681,1565.549233
MMR,Myanmar,613.935589,657.1294096,697.427545,737.5116287,820.131538,943.5920431,1063.165578,1197.414125,1376.942604,1591.721509,1849.300795,2139.296058,2442.585217,2728.978762,3017.760519,3323.277314,3552.469936,3816.000063,4112.077289,4342.900576,4424.491426,4425.452133,4671.022595,5539.547526,6055.416906,5697.288038,5138.88725,5682.541332
NAM,Namibia,4500.141636,4600.681839,4753.147727,4842.626666,4955.798505,5127.221627,5197.95828,5437.426279,5698.693636,6488.704493,6779.413455,7393.542256,7902.759054,8158.708564,8116.40286,8581.068468,9061.271374,9481.204915,9910.385739,10684.80813,10885.84745,10708.80017,10483.08463,10556.80625,10410.13053,10254.79841,10785.08343,11987.41303
NRU,Nauru,6176.258626,5527.908829,5110.856938,4552.904765,4311.564672,4109.29934,3923.034343,3590.897591,3674.702452,3613.841508,3440.485471,3252.312437,3193.433352,5729.423047,5449.81705,5511.738959,6426.368965,8015.094794,8289.225773,9549.92486,9749.731329,10023.26934,9354.580656,9295.234943,10083.16701,10223.00957,11340.04016,12246.79277
NPL,Nepal,1055.35473,1108.170128,1160.484691,1185.774602,1232.743797,1316.132859,1387.951755,1390.261592,1453.514661,1543.202255,1629.34703,1720.79521,1814.392444,1949.991461,2039.924927,2153.4345,2264.329511,2484.259958,2678.256056,2923.41058,2980.152302,2986.195676,3582.687679,3896.862911,4198.840645,4180.436985,4461.468785,4959.883465
NLD,Netherlands,23430.27863,24506.94916,26012.24388,27708.75798,29268.5361,31874.87805,33189.97396,34447.20532,34151.50115,35810.81132,37625.56171,41013.55144,43949.15933,46420.20168,44555.60814,45036.0998,46599.02103,47272.10302,49241.51784,49233.2154,50288.59139,52288.41508,55088.6338,57826.6285,61089.58342,61068.40586,67693.32643,74541.79924
NZL,New Zealand,17885.35371,18441.63455,19127.30041,19319.98356,20579.36592,21500.62929,22521.04094,23306.27954,23987.36889,25096.68588,25677.41908,27744.06172,29353.50063,29827.14255,30682.95388,31214.05109,32702.14615,32989.36816,36243.24397,37297.81348,37488.04964,39946.23443,42206.92342,42499.37793,45163.69643,45283.46805,48194.04106,52327.69912
NIC,Nicaragua,2150.431369,2284.952759,2375.30558,2451.799153,2621.74438,2751.143679,2857.593492,2887.050707,2981.941032,3186.978288,3384.64648,3584.555714,3814.980762,3965.267774,3802.985359,3960.535863,4234.827082,4411.259457,4606.227118,4951.688675,5319.831888,5738.23683,6067.529539,5779.706999,5819.315185,6075.558814,6873.731177,7526.290384
NER,Niger,748.8837852,738.0892658,737.2788707,792.6706058,775.2304752,756.8489425,801.9345116,825.2936239,830.243707,825.8346196,881.9551842,928.8874962,948.8504102,1004.334673,992.9235213,1051.24072,1057.839871,1154.176994,1129.638224,1151.966881,1161.206867,1175.150581,1191.335146,1254.011796,1389.164255,1458.939934,1538.470747,1775.596544
NGA,Nigeria,2062.379053,2133.655221,2178.534361,2203.733557,2191.536421,2293.124483,2418.534597,2757.635018,2938.486764,3208.967185,3429.047603,3649.262566,3888.373847,4117.857641,4355.811522,4632.79413,4843.604555,4907.697163,5153.786041,5442.992611,5377.747836,5202.731561,5171.432645,5251.028231,5525.443784,5499.384691,5623.664078,6069.187109
NOR,Norway,24344.30047,26816.31384,28603.36705,28198.43177,30573.73422,36986.4942,37833.48041,38056.24043,38684.70968,42672.93753,47966.86401,54369.17665,56181.30457,62072.75399,55618.63376,58219.61435,62460.09082,65774.35207,67377.92623,66332.46144,60737.88681,59280.1992,64589.55592,70253.84637,70939.60552,67110.60457,89209.13978,124252.8326
OMN,Oman,32791.97513,33828.87948,35909.55671,36714.48823,36826.43693,39585.9796,41750.43722,41426.44407,40644.53717,41638.88166,43203.00096,46094.63131,48596.52111,52678.19167,55273.1607,53263.22684,50267.64686,50152.42241,47225.74742,44160.4976,35998.97541,33279.34639,33586.5001,37753.39859,37157.32204,35001.51468,38930.99384,42938.44457
PAK,Pakistan,2340.380403,2423.765061,2418.400588,2436.475627,2489.214837,2573.661128,2644.649314,2687.16716,2825.680791,3059.742837,3313.016499,3546.645862,3724.035234,3792.727778,3861.589588,3878.848235,3980.069899,4155.890783,4290.543886,4437.523196,4614.511883,4774.170521,4942.141195,5142.475332,5206.907165,5221.438545,5554.585701,6112.32472
PLW,Palau,9849.827867,10746.69261,10838.11073,10849.99903,10125.74995,9908.578433,10734.78042,11435.17967,11268.61269,12011.13559,12859.75076,13382.99199,14169.39333,13837.57615,13101.33201,13344.47678,14552.36184,15255.04185,15162.72503,16251.78177,18003.62237,18312.45682,17959.43055,18459.29891,18884.86782,17631.07023,15781.97905,16803.09006
PAN,Panama,7008.380329,7278.999619,7725.753662,8219.925808,8492.244094,8746.25169,8820.321256,8981.120412,9361.763085,10139.9934,10997.86034,12088.65286,13648.68941,15004.38953,15009.46987,15792.08881,17624.98341,19639.79708,22090.76098,24545.03414,27409.24312,30427.09409,33628.22684,32473.08152,33229.49603,27022.63901,30895.83225,36169.58621
PNG,Papua New Guinea,2450.338372,2592.988313,2445.527232,2297.188329,2291.517467,2207.42619,2179.150626,2136.715322,2153.551574,2198.657287,2335.159671,2458.193188,2638.394095,2599.773043,2709.831725,2931.189016,2938.249398,3046.531526,3131.420096,3524.061402,3695.552329,3839.508496,3950.683432,3937.277349,4089.255587,3926.781321,3992.941221,4409.232631
PRY,Paraguay,6929.964012,7003.991708,7262.672952,7192.318913,7047.614279,6906.10319,6884.838141,6891.197775,7239.483185,7645.715266,7964.634513,8515.068467,9128.438344,9812.207401,9747.785219,10835.45128,11384.37218,10905.66123,12090.10845,12563.79094,12640.37762,13291.9381,13940.51796,14104.10159,14117.16509,14276.54557,15361.08475,16284.6953
PER,Peru,4416.509363,4538.186006,4826.674033,4776.534806,4835.260494,5001.395186,5076.950384,5373.452017,5648.0829,6028.489915,6548.803015,7199.213387,7962.600938,8793.45647,8882.012043,9665.654145,10400.94848,10685.11519,11207.52979,11427.38119,11504.34799,11963.33844,12479.964,12953.81755,13408.35324,12387.45135,15028.6277,16363.08639
PHL,Philippines,2980.710044,3136.412397,3274.106651,3215.480107,3292.445918,3437.53241,3546.244014,3658.93215,3842.628138,4122.441427,4376.299424,4662.420971,5006.411297,5225.897161,5237.02859,5587.865598,5818.593668,6227.502045,6524.72245,6849.937686,7046.940393,7513.633698,7874.391183,8426.753323,8958.371064,8230.311614,8797.168712,9983.287753
POL,Poland,7680.088378,8275.189147,8934.978142,9487.685485,10040.89838,10673.47771,11123.00192,11804.26626,12289.14392,13354.06155,13896.79338,15152.24601,16806.65043,18303.35292,19239.37264,20887.20937,22658.37732,23589.14757,24319.88029,25316.33154,26822.66425,28165.83655,29958.12071,32027.60273,35487.911,36322.04376,40462.68871,46720.57301
PRT,Portugal,14396.84233,14916.44483,15785.79165,16686.94267,17718.15157,18879.05821,19530.67853,20356.6473,20852.24043,21478.42973,22725.27749,24682.56462,25738.93691,26665.8373,26458.1097,27257.22921,26769.51189,26438.0163,27936.03966,28742.44038,29660.89607,31607.75424,33044.71674,34928.54353,37845.20997,35874.78073,38783.01156,44484.29725
QAT,Qatar,60226.44596,62302.34488,79205.87087,84419.71531,84579.27465,88718.22964,89685.00245,92917.63866,93637.06538,110300.0701,112086.0182,121889.5769,121709.3953,124502.0701,125790.3296,143090.6826,157255.3942,163542.7845,159305.0206,144186.3038,99572.38841,85843.60103,93278.50414,102635.5875,101046.811,83154.14792,108865.1378,121124.6634
ROU,Romania,5425.386558,5743.530665,5563.069605,5544.293551,5596.489736,5848.845148,6520.644446,7301.259787,7560.357047,8990.430211,9601.992538,11556.49298,13702.97497,16781.74128,16631.08086,17352.32465,18801.77741,19808.2113,19676.10047,20630.67782,21622.8723,23903.8302,26940.75456,29566.06046,33549.3911,34293.16851,37969.15389,42973.18966
RUS,Russian Federation,5613.280762,5517.858887,5699.947754,5465.056152,5914.326172,6825.391602,7361.36377,8037.474609,9254.537109,10226.7666,11822.34668,14912.23438,16648.24219,20163.60938,19389.94141,20490.12695,22789.54297,24273.51758,26019.72656,25688.22656,23994.01367,24012.40234,25777.9043,28628.5625,30963.85352,31490.80469,38938.49609,40957.76953
RWA,Rwanda,512.608638,498.3807486,505.5771163,539.1168868,563.7767736,617.074372,675.0193252,762.1915337,776.2150974,834.6454993,917.0864666,1005.444317,1081.970925,1193.468707,1242.611736,1315.221836,1412.480043,1453.125355,1511.150562,1677.023634,1780.292392,1864.556869,1963.392541,2118.064338,2325.314909,2270.903332,2709.45783,3065.14536
KNA,Saint Kitts and Nevis,11684.9844,12434.29431,13338.84678,13248.90167,13684.92778,15184.94911,16155.98808,16531.51472,16136.56267,17177.57923,19380.12904,20541.65215,21161.24038,23908.34569,23178.98837,23413.06591,24191.56901,23139.11555,24274.26871,26363.68842,26482.09385,27793.74467,29123.67053,30309.38623,31964.69016,26883.23979,26420.33638,31223.07486
LCA,Saint Lucia,7998.787385,8295.017824,8299.443502,8840.64921,9123.701564,9262.113112,9085.583365,9196.195115,9702.841176,10610.29669,10822.49682,11770.25649,12216.73577,12986.39348,12613.64808,12715.62896,13444.3468,13401.72712,13959.5108,14348.20779,14294.54217,15240.17596,16056.21876,17347.94168,18584.32944,14815.7195,18651.8732,23546.93381
VCT,Saint Vincent and the Grenadines,5225.350752,5384.074425,5669.588794,5973.613165,6231.619559,6487.587598,6759.855633,7243.810193,7904.932952,8489.040605,9018.33771,10001.90353,10671.9983,10971.9256,10934.63289,10624.20747,10837.63989,11054.89134,11698.97169,12206.29979,12434.41162,13542.63109,13590.09435,14640.31695,15233.65509,15254.24714,15673.73704,18044.97321
WSM,Samoa,2473.048209,2671.45238,2706.972593,2768.91171,2840.707695,3023.195693,3292.484046,3511.809375,3751.533096,3957.98276,4340.339241,4551.414232,4670.339341,4895.959361,4864.24396,5184.748484,5448.406558,5294.924855,5341.879344,5421.484443,5631.846158,6080.348318,6213.217575,6254.424518,6573.429216,6362.414204,6074.689855,6057.197363
SMR,San Marino,44780.55424,44780.55424,44780.55424,47913.90182,52172.39642,53665.38798,56849.66116,56599.77782,58627.82439,61878.53461,64447.06825,67940.60432,73725.91884,73971.12019,65974.25385,62024.57258,56456.30009,51795.74785,50398.18857,51746.10374,51199.77349,51884.11651,52107.56311,55044.48387,58259.27524,56445.22682,65717.89155,65717.89155
STP,Sao Tome and Principe,1685.392546,1711.953502,1730.154495,1765.962131,1809.602822,1834.237878,1899.392134,1946.049601,2094.212713,2171.051131,2328.423385,2549.256305,2647.841162,2798.437959,2841.342661,2853.295144,2908.025535,2687.776045,2936.477862,3221.405557,3158.373545,3304.245261,3418.70206,3919.457675,4629.300248,5116.158903,5703.248243,5994.002203
SAU,Saudi Arabia,36927.48489,37558.50581,37604.77277,38106.68321,36240.83955,38169.71121,37616.46603,36242.07514,40175.76761,43577.68382,46018.07621,46867.34255,47137.26926,49118.28444,46625.26358,48005.88271,53049.88,54476.84698,53452.54128,53704.79621,47405.66654,44695.46935,46419.02618,48892.70065,47149.17627,39824.63427,47754.43145,54251.6379
SEN,Senegal,1697.597758,1721.568524,1763.100562,1845.27181,1943.426095,2016.679498,2100.391866,2083.566901,2189.040415,2294.196655,2406.184919,2472.999488,2543.941571,2618.981664,2636.140992,2684.878191,2702.261062,2780.69458,2792.245834,2890.940791,3043.742895,3160.652225,3302.047465,3453.916823,3728.234533,3833.543863,4258.786284,4612.688266
SRB,Serbia,4826.180729,5227.572201,5716.96704,5997.062917,5528.733171,6019.864891,6483.954402,7364.746797,7646.169692,8487.697548,9181.604865,10209.04277,11238.62398,12631.77325,12533.36862,12795.50994,13746.12352,13933.14802,14628.27416,14658.53482,14927.35487,15857.44032,16609.45273,17716.72839,19688.25297,20065.44677,22574.23047,25057.41952
SYC,Seychelles,10808.81002,11930.79889,13457.57682,13674.54811,13852.8795,14637.95907,14614.83299,14569.62565,14141.723,14160.40717,15846.0514,17503.1965,19473.42068,18880.57486,18453.44107,18981.65865,21780.70756,22263.82216,22487.24977,24984.52692,25435.22899,28811.39703,30674.64873,32091.29887,34219.06137,31055.94421,29979.82727,30550.3248
SLE,Sierra Leone,654.3932933,674.4389028,637.2961193,649.3365879,641.8607321,683.4343277,617.6897701,749.971599,804.3222274,850.4692411,891.162558,937.1420452,1016.666515,1065.372869,1076.481777,1129.9597,1190.098461,1379.630021,1707.37517,1735.518815,1542.79201,1608.408489,1555.269602,1622.058754,1623.650984,1587.263503,1623.975624,1759.745883
SGP,Singapore,35090.06875,36872.70359,39286.43216,37559.61216,39948.78013,43781.26915,43109.06419,45083.25299,48778.29833,54383.80623,58821.69346,64060.5686,68804.98321,67735.34808,66212.96256,75400.5558,80052.3915,82107.72709,83088.31854,84555.24461,87156.18738,89735.16606,95628.24099,103899.6789,105542.4136,101612.0903,131864.0923,141796.102
SVK,Slovakia,8691.707157,9404.188276,10084.27649,10622.9386,10714.17713,11378.00998,12389.63934,13312.20331,14181.90343,15226.77002,16639.39412,18913.92565,21227.21026,23725.85776,23079.91504,25398.60969,26258.82863,26994.05775,28019.05884,29029.07823,30054.12184,29737.5708,30142.36745,31369.79883,33943.34988,35001.74825,37790.78744,41057.09222
SVN,Slovenia,13618.50466,14303.31738,15279.96224,16055.9509,17083.25172,18003.51986,18953.78586,20241.52568,21113.55613,22761.58358,23852.64304,25720.28081,27576.40097,29604.29147,27536.94789,27822.07468,28931.38332,29042.82027,29973.69935,30870.02367,31628.24718,33936.04406,36507.55304,38971.82412,42747.96211,42040.90906,46502.09789,51281.85751
